|ACCOUNT:|POST:|TAGS:|LIKES:|COMMENTS: 
145|pkmp_ilkom19|    SELAMAT DATANG MAHASISWA BARU PRODI ILMU KOMPUTER 2018     .  Selamat Datang di Kampus Pergerakan Intelektual   Follow dan pantau terus akun ini untuk mendapatkan informasi-informasi seputar Pengenalan Kehidupan Kampus Mahasiswa Baru Ilmu Komputer 2018               #AkuUNJ2018 #ForMaBaXVIII #KampusPergerakanIntelektual                 HPD PKKMB Ilmu Komputer 2018|['#AkuUNJ2018', '#ForMaBaXVIII', '#KampusPergerakanIntelektual']|17|[]
146|pkmp_ilkom19|    SELAMAT DATANG MAHASISWA BARU PRODI ILMU KOMPUTER 2018     .  Selamat Datang di Kampus Pergerakan Intelektual   Follow dan pantau terus akun ini untuk mendapatkan informasi-informasi seputar Pengenalan Kehidupan Kampus Mahasiswa Baru Ilmu Komputer 2018               #AkuUNJ2018 #ForMaBaXVIII #KampusPergerakanIntelektual                 HPD PKKMB Ilmu Komputer 2018|['#AkuUNJ2018', '#ForMaBaXVIII', '#KampusPergerakanIntelektual']|15|[]
147|pkmp_ilkom19|    SELAMAT DATANG MAHASISWA BARU PRODI ILMU KOMPUTER 2018     .  Selamat Datang di Kampus Pergerakan Intelektual   Follow dan pantau terus akun ini untuk mendapatkan informasi-informasi seputar Pengenalan Kehidupan Kampus Mahasiswa Baru Ilmu Komputer 2018               #AkuUNJ2018 #ForMaBaXVIII #KampusPergerakanIntelektual                 HPD PKKMB Ilmu Komputer 2018|['#AkuUNJ2018', '#ForMaBaXVIII', '#KampusPergerakanIntelektual']|17|[]
148|pkmp_ilkom19|    SELAMAT DATANG MAHASISWA BARU PRODI ILMU KOMPUTER 2018     .  Selamat Datang di Kampus Pergerakan Intelektual   Follow dan pantau terus akun ini untuk mendapatkan informasi-informasi seputar Pengenalan Kehidupan Kampus Mahasiswa Baru Ilmu Komputer 2018               #AkuUNJ2018 #ForMaBaXVIII #KampusPergerakanIntelektual                 HPD PKKMB Ilmu Komputer 2018|['#AkuUNJ2018', '#ForMaBaXVIII', '#KampusPergerakanIntelektual']|20|[]
149|arapramuti|free-yay|[]|141|['mantap gini', 'Mantap sisss ', 'anzay model', 'EONNI QQQ  ', 'Oow ', 'Oow ', 'gaul bgt kk', 'KK HITZ  ']
150|arapramuti|    .|[]|92|[' ~~   ?', 'yg atu lagi dikemanain']
151|arapramuti|I got all the boys coming round to my yard I'm shakin' that thing like a pola polaroid|[]|129|['goblog', 'dah']
152|arapramuti|emak |[]|136|['     ']
153|arapramuti|amigo.|[]|126|['milky creamy ', 'Gercep jugaa ya sis', 'uwu eonnie line ', 'Gak bagus tuh gak ada aku  ', 'semuanya waifu q']
154|arapramuti|heaven tastes like this   |[]|79|[]
155|arapramuti|Write a caption...|[]|95|[]
156|arapramuti|ada yang mau es krim? |[]|124|['Ah males cuman nawarin doang']
157|arapramuti|I purple you |[]|114|['rambutnya kiyut', 'foto terakhir minta digampar']
158|arapramuti|ara sabyan. breathe if u agree |[]|169|['nah gini dong cantek', 'MasyaAllah ukhtikuuu     ', '  ', 'Subhanallah ughteaa', 'Ya Allah g kuat aku', 'Subhanallah ukhti   ', 'Gemes bgt ', 'UGHTEEEAAAA', 'Ayana moon nih', 'Telkom geulis ini mah']
159|mohammad_resqy|Terkadang kamu akan diberikan pilihan sulit dan harus membuat keputusan yang akan membuat hatimu gelisah tapi akan memberikan kedamaian pada jiwamu, bantu dengan doa.  Izin kak #tarunaindonesia_|['#tarunaindonesia_']|186|['ade tersayang lu @khrsm_arnd @fajaragstn']
160|mohammad_resqy|HAZE !!!|[]|193|['Anjay gantengnya', 'Anjay botaknya']
161|mohammad_resqy|Kemampuan harus ditunjukkan, bukan kesombongan  #izinkak|['#izinkak']|194|[]
162|mohammad_resqy|Ngapain kita disini?? Pletonku  #Izinkak|['#Izinkak']|172|['Ngabisin duit', 'Ngapain aja boleh', 'Jalan berdua aja sana soi biar ngak pusing', 'efek dijemur paling item anying']
163|mohammad_resqy|Forget the past, keep moving on, PPT|[]|163|['Keren gitu gw nya', 'Edan']
164|mohammad_resqy|""" Dunia itu seluas langkah kaki. Jelajahilah dan jangan pernah takut melangkah. Hanya dengan itu kita bisa mengerti kehidupan dan menyatu dengannya. "" ~ Soe Hok Gie ~  #jaketmayat42 #WeStandWithPride42 #studytourmalangbali"|['#jaketmayat42', '#WeStandWithPride42', '#studytourmalangbali']|125|[]
165|mohammad_resqy|Good things maybe come late, let's see and decide|[]|104|['Ya']
166|mohammad_resqy|Kapan lagi ya kan?? #flashback #kelas11 #studytourmalangbali|['#flashback', '#kelas11', '#studytourmalangbali']|106|['With Pradana terpongo @daffauzanfrztlh', ' ', 'lah kapan ini anjir']
167|mohammad_resqy|Juara 1 atau 2 nihh  #flashback #kelas10|['#flashback', '#kelas10']|114|['Kok jelek', 'Legend      ', 'Para lelaki tampan', 'Oh ini yg hadiahnya nabati', 'Oh ini yg hadiahnya nabati', 'Tag', 'Bagi res fotonya', 'Ohh ini rasanya dapet juara hadiahnya nabati :v', 'Wuih!!!', 'Oh ini waktu pertandingan pertama clasmit diremehin? Wkwkwk']
168|wiasaiz_|  |[]|22|[' ', ' ', 'Bagus kakak foto ya , tapi keliatan ya lagi bab mood ya ', ' ', 'Knapa']
169|wiasaiz_|eh eh kan noob|[]|0|['Gaya lu', 'Nyawer ko pake daun :v', 'Jadi Frozen lu?']
170|yosephineroma| Climate change is no longer some far-off problem; it is happening here, it is happening now.    Barack Obama  In the past few years, Earth s natural climate has changed a lot due to several factors, including human activities. At this current pace of increasing human activities involving coal burning and use of fuels, we are leaning towards a hotter climate. World Environmental Health Day 2019 brings the topic of climate change to raise awareness about how urgent this problem actually is.  I am Yosephine, aware that our climate is sick but we have the power to heal it by ourselves.  Climate change is real! Stop climate change before it changes you!  #StopClimateChange #WorldEnvironmentalHealthDay2019 #ENVIHSAFKMUI|['#StopClimateChange', '#WorldEnvironmentalHealthDay2019', '#ENVIHSAFKMUI']|225|['  ', 'Calon istri Mentri  ']
171|yosephineroma|": [Supporting post] .  loving to hate this love-hate friendship karna isi pertemanan ini cuma cerita - hujat - berantem - diem dieman berbulan bulan- baikan. bahkan di luar sana pun kita berantem. heran ga sih, tapi 'jokes ampas' selalu bawa ceritanya sendiri kan wkwk. . .  and kind of : ""lu masih bisa bercanda pin, pesawatnya 15 menit lagi.!"" // ""untung gua tau lu bodoh dari dulu."" // ""pin... gua punya cerita."" // ""...kalimat kasar..."" // ""saran lu gaada yang lebih konyol lagi?"" . . . We see each other growing and not being sarcastic is the best thing to achieve in times ahead. . . .  Semoga dapet temen kayak gua dikehidupan selanjutnya! selamat dan semangat menjalani hari-hari yang keliatannya sih kelam, sulit, menyedihkan.! wkwkwk.   . .  p.s : foto ini diterangin 100% pun akan tetep gelap."|[]|349|['dikira hate hate relationship', 'Pasti kamu ngatain cina kan', 'uuuu langgeng ya', 'Langgeng ya ka @yosephineroma @rianferian    ', 'Esseehhhh ']
172|yosephineroma|- this post goes to everyone who already giving their best in another milestone. . . Thank you for the insightful talk also mind-changing idea which comes from those magnificient people even only in a short days. being here, is something that I can grateful for.. cheers to every mountain and valley to come!   . . however, all picture that i received shows that we had so much fun yet stressing all comsess and drafting ahahahah. . *don't wanna write something longer or sweeter cause i know i'll be in tears hahahahaha.. see you!|[]|377|['Kk pipin sukses ya ... Love u     bianca loh ini yg ketik.', 'Mantap   pin sukses ya', 'tim suksesnya DR bgt nih    ', 'awesome  ', 'So lovely to meet you delegate of Iraq    ', 'Astaga yosepin kamu jadi warga negara irak', 'wedeee keren bgtneh', 'Assalamialaikum. Kindly Dm me if you have old Money for such as, Tembaga, Old coin, Old notes, Duit, Gold, Old stamp, Old stove Old chains, Old ring, Do you have for sell let me know ? WT- +19783813894']
173|yosephineroma|- sekali sekali gapapa lah ya.  |[]|338|['Senyumanmu,', 'uuu tayang tayang', 'Batu aking nya udah di meja makan, cepet pulang', 'Jgn sekali lahh', 'Aurat neng astaga', 'Yg kayakk gini masih sendiri......?', 'boleh lah ya', 'berkali kali jg gpp pin', 'badaiii bgt sis', 'Kaget gue kira siapa.']
174|yosephineroma|- (1/3) : thanks for taught me kalo sarkas itu ga selalu buruk, tapi sangat seru kacau. wkwkwk.|[]|390|['Suka bgt akutuu foto yg di tanggaa   ', 'Kokk akuu glowing yaaaa   ', 'Suka bgt akutuu foto yg di tanggaa    (2)', 'oh my gosh, so cutie!', 'Lu kayak anak kecil pin wkwkwkkw', 'Selamat menikmati sarkas anak muda   ']
175|yosephineroma|"- Jaianra/Jainara .  some kind of : . ""jaiii, nitip mi goreng dong"" | ""bang jaiii, tolongin jemput aku di stasiun dong, udah malam. (pake 'bang' kalo minta tolong eheee) | ""jaiii, temenin sampe cornel, g*ojek ku disana"" | ""jaiii, kesel loh"" | ""jaiii, jaiiii, jaiiii....."" . . maos jaii jaii terus. WKWKWK . . and, . .   : ""ITO!"" | ""macem princess kau kuliat"" | ""astagaaa, anak ini"" | ""pin, dimana? datang kan?"" . . . *udah ku post ya jai wkwkwk."|[]|335|['Dimana lagi kau dapat ito kaya aku', 'Emang kecil dunia,titip salam', 'klo nggak ada kalimat terakhir gua hapal nih tandanya apa WKAKWKAWKKWAKW', 'hmmmm mantap sistur', 'Aku diam diam suka kamuuuuu', 'Kenapa d lagi d lagi d lagi', 'Kenapa tiba tiba tiba tiba kamu berbeda.. bedaaa', 'Apakah ada yg salah dari apa yang ku bilang', 'Oh oh megapa', 'Jai seperti bapak.jai adalah bapak.jai bapak bersama']
176|yosephineroma|"- Please read the caption.. . .  this 'Upper Room' devotion represents the thing which I try and still learning in applying it to EVERYONE since the beginning of 2018. . .  then, guess what i heard?   : ""kamu suka ya sama aku?"" || Me : asdfg""6:4'/3""4=""4*462""8=9$3:2!=afdjruebnsb seterahdeh. . .  hehehehe.."|[]|137|['dateng koo besok paskah FH', 'wkwkwk hayo km modus ya', 'WKWKAKWKKAKA lah emangnya engga pin     ', 'Gue juga baca upperroom dong! Wkwkkwkwk', 'Mls', 'Terimakasih sudah merekomendasikan buku ini sist  ', 'Komen gua bermutu kan', 'Iya kan iya kan', 'Iya dong', 'KOK NGAKAK WKWKWKWK captionnya merusak pencitraan tobat pin ah    ']
177|yosephineroma|"- ini beneran . .    : ""kak, aku gemeteran?"" |      : ""kenapa? sakit?"" |    : ""ngga. karna deket kakak"" / (kata salah satu anak kelas 5 SD). . . . *kemudian ngakak* wkwkwk . . . most importantly, this 'manusia receh' (me) couldn't have done it without the support, hardwork, and bawel bawel 24/7 nya SOCCER. . . .  Special thanks to all volunteer, MC, and everyone who help this event worked damn well. you guys are amazing! . . . see you! . . . #Envicare1.0 #SpiritToMove"|['#Envicare1.0', '#SpiritToMove']|450|['SA AE DILON', 'Tp moon maap makaranya ngapa fakultas seberang?', 'ada apaneh rame2', 'Wihiwww. Anak fakultas mana ini yak?', 'yampun anak kecilnya dah pinter boong', 'ksatria biru hitam ku!', 'biru hitam ku!', '          ', 'Almet yang lu pakai ga salah liat kan gueee ekwkw', 'Pin mana titipan gua']
178|yosephineroma|-- dont have any decent photo to post. hehe. . .  1. just did my very first step in MUN ; International Human Right MUN. had a lot of experience yet so nervous, ahhaha. thank you! . .  2. UN WOMEN : yass! we've done our best! lets do another MUN and have a good journey on the next MUN for every each of us!   . .  3,4 : everyone was busy making a note wkwkw. . .  5. a guy beside me who brought that serious face in every comsess, actually scared me enough at first (as you can see here.) wkwkwk, and send me a ridiculous note to kill other. ahahaha. (on the next photo) totally dont have a proper pict to post, boy!   . . 7. notes aku se-gakpenting ini kan (silahkan dihujat) wkwkwk. btw, congratulation for the best del, you deserve it! @dimasrafid . . . beyond everything, i wanna thank someone who has a pretty-good-heart and willing to teach and treat me damn well. thank you, coach! @violexandra :) . . .  #firstMUN #IHRMUN #InternationalHumanRight|['#firstMUN', '#IHRMUN', '#InternationalHumanRight']|380|"['mantep bgt sih ka', 'Asik epin ', 'Keren bgt dedek kita @galuhwiddy', 'Cantik ', 'pantes mba wanda ga ngajar lagi @dyronauly @claudiaekaptri @rossalstr @janicekcn', 'keren cekaliii', 'majority vote nya bisa anak UI semua tuh ya diliat2 :)', 'My outstanding mun mateeee        ', 'Funniest note so far wkwkwk  ', ""so proud of you       wanna join MUN but i ain't got good skills for public speaking lol""]"
179|yosephineroma|thousands-layer-of-happiness. . . . . cuma ini foto paling bagus kan tem, lek? wkwk|[]|290|"['G', 'baiq jga lu pin', 'yang ini memang paling bagoes HAHA', 'Emang lu cantik bgt dah', 'Apalagi kalo mukanya ga keliatan', 'mukanya tertutup smua ya', 'ini mah gara"" pengen foto aja jadi pada ketawa wkwkkwkw', 'Kak.. follow balik donk  ']"
180|yosephineroma|upin ip*n makan galah.. lah/? . . . . . you got the worst enemy, lenn wkwkwk.|[]|411|['The best person lah pin wkwkwkwk', 'tem kita upload juga jgn? @temysela', 'kok mirip?!??', 'Mirip lo ', 'Ia']
181|yosephineroma|: from mentoring into sisterhood, and thats one of from millions God's way to show me how perfect His love is. . . . . . . - Have a wonderful christmas, peeps!   |[]|379|['Merry Christmas epinn   ', 'Selamat natal pipin     ', '@noeldavid_t yg paling kanan mirip kakak elu', 'selamat natal inang  ', 'Ih ada aku  ', 'Acunya setengah. Fine. Untung sayang ', 'merry xmas qaqa ku uwuwuwuuw Jbu']
182|yosephineroma|- showing them a gratitude feeling for the days and nights that has well passed through this post.. . . Semoga bertemu di kesempatan selanjutnya  |[]|421|['Comelnyaaaa', 'sok ah epin sok', 'yang artinyaa ?', 'Hah', 'Bisa gitu', 'David camp nih']
183|yosephineroma|: jadi kepompong, biar bisa jadi (mahasiswa) kupu - kupu    |[]|351|['Udah hits kok pin', 'Kirain mau jadi kupu kupunya dia', 'Hmm', 'Kok kaya abis di.... hmm wkwkwkwk', 'nyebelin diulang2', 'Gitu dong, kupu-kupu', 'Haaaaaa', 'Butuh kehangatan    ', 'Sayap nya mana?', 'pengen komen tapi bingung']
184|yosephineroma|-- yasshh!|[]|136|['Gold digger']
185|yosephineroma|"-- biar kaya orang orang, captionnya ""delete  "" ."|[]|276|['Udah punya doi makin cakep aja ye pin  ', 'Cihuyy', 'block, soon', 'Apakah jika kubalik foto ini akan bermakna dan merubah hidupku?', 'Halah halahh ...', 'batak bat tu muka nang', 'report soon', 'Sampe lupa komen...', 'follback ya']
186|yosephineroma|--   : bu @anetotia.s . .  Pasti ada yang kepo, padahal itu boongan uname nya.|[]|264|['rambut gua belum kering', 'Lucuu', 'Ini bajunya kayak kain poleng di Bali. Ada roh jahat biasanya nih', 'sampe kaget kirain ngetag bu anet beneran wkwk', 'ada gua', 'ada gua (2)']
187|yosephineroma|- No matter how many people tell you that you can't do it, no matter how many times we fell down or screw up, just keep going. Selamat berjuang teman teman.  |[]|259|['Taken by gua', 'Jasa edit nya dibayat cupacup yaa', 'waa', 'semangat kaliannn  ', 'asique', 'mau ngetag']
188|yosephineroma|Highschool almost over banget nih?|[]|296|['Wee nyempil wkwkwk', 'iyeiye cakep', 'Kasian napa itu si arum', 'Kenapa gua nya harus yg itu si pin:(', 'cakep ih diponi, poni terus aja ka', 'Ihhhh cabeeeee gw kok cantik anettt sih sayankkkk @yosephineroma     ', 'teken bai', 'Arum wkwkwk', 'Rum kenapa rum itu @arumnblh', 'mantap cinta wkwkwkw']
189|yosephineroma|..|[]|274|['Cie', 'denim jeans gtu yaaa', 'azekk', 'bah', 'Yailah', 'Unch unch', 'Cie yg bentar lagi lulus wkw']
190|yosephineroma|Filipi 4 : 10 Aku sangat bersukacita dalam Tuhan, bahwa akhirnya pikiranmu dan perasaanmu bertumbuh kembali untuk aku. Memang selalu ada perhatianmu, tetapi tidak ada kesempatan bagimu. .  @valenciaranti|[]|182|['Bersyukur eiii', 'heuu gimana ya len wkwkwk @valenciaranti', 'hhmmm', 'INGIN GEMUK TAPI MALAS MAKAN? MAU TAU RAHASIANYA? YUK MAMPIR KE AKUN KAMI', 'Mau dong ka @danielanangga31', 'Pake remah remah wafer kan? @danielanangga31', 'Ingin kepala botak namun tetap menawan/? @danielanangga31', 'ef1:16 buat kamu :)', 'Kak pipin follback']
191|yosephineroma|"""Look on the bright side of things instead of the gloomy one"" .  It used to be so easy, but idk it can be this tiring as heck.. So I don't wanna have a single grain of hope bcs blessed are those with no expectations. then.. (Somebody sent me this)  Amsal 16:3 - Serahkanlah perbuatanmu kepada TUHAN, maka terlaksanalah segala rencanamu."|[]|182|['Happy saturday!', 'belum sunday ya len? wkwk @valenciaranti', 'buku judulnya apa pin? @yosephineroma', 'novel biasa sef @josef_eric', '@temysela']
192|yosephineroma| |[]|173|"['ini yg tdi minta editin ya ?', 'ini yang tadi make hp gua ya?', 'perusak momen be like... @temysela @alexandraayv', 'skrg mainannya sane?', 'dia mau ajak gua lek wkwk @alexandraayv @shanesitorus @kevinmartin.p @aryafernando01', ""I was in'sane'"", 'Ha?', 'i was in love/? @valenciaranti // -_- @kevinmartin.p']"
193|yosephineroma|When the 'evening comes', one should be able to say that one had done one's best, and that one's life was at least partly spent in making others happy.|[]|279|['wahh aq yg edit tuh wkwkwk', 'Kamu siapa? @zaralifia // aku ngambil dr dp orang.,gatau siapa @risyalamima', 'oh jadi kamu lupa sama aku', 'Cancicanciiii ', 'Follback', 'bagus banget kak fotonya... lebih bagus lagi kalau dicetak ala ala polaroid di @aws_polaroid loh kaa... harga terjangkau kualitas terjamin  ', 'Ganyangka akirnya foto ku yg ga seberapa ini ada yg endorse juga @siisisisii', 'follback dong', 'Fllbck', 'yosephineroma tudo blz? veja como ganhar seguidores e curtidas de gra a no www.igseguidores. com']
194|yosephineroma|'Keberadaan dari Ketiadaan'|[]|259|['Auwww', 'Wihh', 'Ih jelek ah males', 'komen', 'emang ngangenin akutu :) wkwk @marianatalina_', 'Ciiieeeee udh baikan.. @yosephineroma wkwkwk', 'Yak!!', 'Alayyyyyy', 'sal captionnya diembat @salmafebr', 'Wadu']
195|yosephineroma|Growing apart doesn t change the fact that for a long time we grew side by side. . . Dan sialnya ku kangen gc.|[]|228|['sini napa lu ce @gracesendyn', 'mau kokkkk:( hari ini mau? WKWK', 'Ayooo ceeee :) jam ber? @gracesendyn', 'aku wawancara dosen dulu ya abis itu gue ke mayat wkwk', 'tag', 'Jam brp ce? Ku pulang jam 4 @gracesendyn', 'hmmm nanti gua kasih tau lagi wkwk', 'jgn php ya cee :( @gracesendyn', 'iya ini abis dr rp gua caw mayat wkwk @alexandraayv', 'Baeeee gua ga ditag']
196|yosephineroma|We are a perfect 'match' -- maybe that's why we burnt out so fast.|[]|218|['astaga inget aja   @as.tari', 'galiat astaga tem, lu dimana emg/? @priskilatemy', 'Follback', 'genteng @alexandraayv', 'Folkback yos', 'Fllwd bil @nabilabileee', 'Follback yaa', 'Follback oy @yosephineroma', 'Fllwd will @willydsa', 'Follback yaa @yosephineroma']
197|yosephineroma| |[]|161|['mau kayanya ngetag', 'Yaudah gua tag dulu ya @alexandrayvina', 'Ashiiik', 'So ashiiiik salma @salmafebr', 'Sa ae @valenciaranti']
198|yosephineroma|16 years ago, God sent me into the arm of an angel that was made for holdin' me and lucky enough to call this angel 'mom' . Happy mothers day    |[]|128|['mamah kita bersamaaaaah', 'Semua milik bersama ce wkwk', 'Ka follback', 'Req ya', 'Follback pin', 'Flwd nov..', 'Fllwed wkwk']
199|adamf135|Hari ini ditempat ini aku belajar banyak hal, ditempat ini aku belajar siapapun dirimu dari manapun asalnya kau layak untuk dihormati, disini aku belajar bahwa bahagia tidak harus kaya, disini aku belajar bahwa berbagi adalah hal yang harus dijunjung tinggi, dan disini aku juga belajar apa arti sebuah rumah  Inilah potret dibalik kemegahan ibu kota, ini lah potret dibalik gedung bertingkat dan berAC di ibu kota, beragam cerita kudapatkan dari sini, beragam kisah kudengarkan disini sambil duduk di bantaran rel kereta yang mana harus selalu waspada karena tak tau kapan kereta akan lewat, bagaimana mungkin aku bisa menahan bendungan air mata kala menulis ini, karena ketika menuliskan satu kata disini pikiranku berada sana, melihat mereka yang begitu bahagia hidup dalam kerukunan, hidup dalam ketentraman, tanpa mereka menghiraukan tentang penggusuran yang sewaktu waktu dapat terjadi, lalu bagaimana denganku? Yang ketika harus memulai langkah kaki ini saja, sudah ku awali dengan mengeluh  Senja sore ini begitu indah, sampai sampai aku diingatkan akan rasa syukur yang harus selalu ada dimanapun dan kapanpun.  Sabtu, 4 Mei 2019 Kampung dao  #theself_reminder|['#theself_reminder']|128|['Siap komandan', 'Cerdas']
200|adamf135|Dimanapun kalian berada, ku kirimkan terima kasih, untuk warna dalam hidupku dan banyak kenangan indah .  Seandainya kisah ini seperti kaset yang dapat diulang ulang berputar kembali pasti aku ngga mau lah, kapan lulusnya kalo ngulang mulu |[]|130|['Lembaran kulit hitam putih, eh ga putih deng item doang', 'Sengaja fotonya diedit B&W biar gk keliatan *tiiiiit*']
201|adamf135|Namannya juga proses, perlu Istiqomah yang luar biasa, belum tentu bisa langsung seperti anak panah yang dilesatkan menembus sasaran dan tepat. -self reminder|[]|95|['Follback ya dam']
202|adamf135|Hai kalian.. Apa kabar ya hari ini? Tetep semangat belajar ya dengan segala kekurangan dan kelebihan kalian. Dan jangan lupakan cita cita yang pernah kalian ceritakan pada kakak #gcgts2018|['#gcgts2018']|112|['Edyan']
203|adamf135|"Mendidik adalah tanggung jawab setiap orang terdidik. Berarti juga, anak-anak yang tidak terdidik di Republik ini adalah ""dosa"" setiap orang terdidik yang dimiliki di Republik ini. Anak-anak nusantara tidak berbeda. Mereka semua berpotensi. Mereka hanya dibedakan oleh keadaan.  Suka mulya, 30 November - 2 Desember 2018"|[]|100|['Bhygkara pjgoan tmbh terkenal... asyikkkk']
204|adamf135|dimana pun kalian berada,bagaimanapun kabar keadaan kalian,dan walaupun kalian tidak menganggapku teman lagi kalian akan tetap jadi temanku Terima kasih sudah mau terlibat dalam cerita hidupku.|[]|98|['Terharu @adamf135  ', 'Mantabbb pak ketua. Ya seperti itulah', '    ng ndi posisi siki ketum @adamf135']
205|adamf135|Aku tidak bisa menjadi orang lain untuk dipuji,aku juga tidak bisa jadi anak kecil agar dimanja Aku hanya bisa jadi diri sendiri apa adanya Karna aku adalah aku|[]|0|[]
206|adamf135|Hanya seorang pemimpi kecil yang suka berangan angan.|[]|93|['Berangan-angan lah setinggi langit, Usaha dan doa untuk menggapai yang angan2 yang kita inginkan']
207|adamf135|Suatu hari dikala kita duduk ditepi pantai,dan memandang ombak dilautan yang kian menepi  #pwdjateng2017 #jotajoti2017 #kwardajateng #kwarcabkebumen #pramukakebumen|['#pwdjateng2017', '#jotajoti2017', '#kwardajateng', '#kwarcabkebumen', '#pramukakebumen']|0|['Abanggg adamm']
208|adamf135|Salah satu usaha foto copy di FIP UNJ di urus oleh beliau,kesehariannya yaitu melayani mahasiswa mahasiswi untuk membantu dalam hal foto copy dan lainnya yang berkaitan dengannya,beliau mengaku sudah beberapa kali dipindah tempatnya dan itu yang membuat beliau merasakan duka,sedangkan senangnya yaitu karena beliau bisa bertemu dengan mahasiswa yang ramah ramah, Harapannya untuk FIP yaitu agar FIP tetap seperti saat ini dengan segala ketenangan,dan keramahan yang ada diFIP, sedangkan untuk mahasiswa beliau berharap akan lahir seorang pemimpin dari FIP ini yang memiliki sikap rendah hati. Sekian wassalamu'alaikum wr.wb.  #pkmpbk2018 #harmonibk|['#pkmpbk2018', '#harmonibk']|0|['neng ndiy dam', 'Cek ig kita yuk sis. @geraimuslimalfatih']
209|adamf135|Entah dengan siapa orang itu,yang saya tau dia orang hebat dan cukup menghibur kami. Terimakasih #pkkmbunj2018 #ichiochamelati #gerahhati #gerahbody #Intelekbergerak #intelekberpikir|['#pkkmbunj2018', '#ichiochamelati', '#gerahhati', '#gerahbody', '#Intelekbergerak', '#intelekberpikir']|0|['@virgoun_ Parah parah wkwkwk', 'Virgoun ditag-in ichi ocha wkwkw', 'Adamm mantull binggow yah    ']
210|adamf135|Gerah body dan juga gerah hati karena pkkmb? Segerin aja dengan Ichi ocha green tea #gerahbody #gerahhati #pkkmbunj2018 #intelekberpikir #Intelekbergerak|['#gerahbody', '#gerahhati', '#pkkmbunj2018', '#intelekberpikir', '#Intelekbergerak']|0|['Sampean knp mas?', 'Semangat kaka adam.', 'Semangat kang ', 'Iklan bang?', 'Ciyaelah Adam menang nih ye', 'Alhamdulillah yah damm mantull']
211|adamf135|Pendidikan yang penting adalah pendidikan yang siap menghadapi tekanan perubahan #pkkmbunj2018 #gradasifip2018|['#pkkmbunj2018', '#gradasifip2018']|0|[]
212|adamf135|""" Masalah adalah sahabat terbaikku. Dia menjadikanku lebih kuat dan lebih mengerti tentang kehidupan."" Hi! Saya ADAM FIRMANSYAH . Saya bangga dan bersyukur menjadi bagian dari prodi Bimbingan dan Konseling Fakultas Pendidikan Universitas Negeri Jakarta 2018. Saya siap mengoptimalkan potensi saya untuk menjadi konselor terbaik dimasa yang akan datang dan saya siap mengikuti rangkaian acara PKKMB BK FIP UNJ 2018.  Perjuangan saya untuk menjadi salah satu keluarga besar Bimbingan dan Konseling Universitas Negeri Jakarta, berawal dari pesimisnya saya,dan rasa tidak mungkinnya saya masuk perguruan tinggi negeri dan saya bersyukur saya bisa melewatinya dengan baik. @bempbkfipunj #AbstrakBK #AkuUNJ2018 #forMabaXVII #Intelekberpikir #Intelekbergerak #BKUNJ2018 #PKKMBBK2018"|['#AbstrakBK', '#AkuUNJ2018', '#forMabaXVII', '#Intelekberpikir', '#Intelekbergerak', '#BKUNJ2018', '#PKKMBBK2018']|73|['Uwewwwwwwww', 'Mringise loh mas']
213|adamf135|Karena manusia hanya dapat berencana dan berusaha, Ini adalah poster impian saya,sengaja saya gambarkan bentuk sebagian ikan laut dan sebagian adalah kupu-kupu keduanya memiliki filosofi tersendiri bagi saya Ikan laut : menggambarkan semangat pantang menyerah dan terus maju pantang mundur,dan juga menggambarkan dapat hidup menyesuaikan diri dengan lingkungan tanpa terpengaruh keadaan/hal negative,karena ikan laut hidup lama dilingkungan air asin tapi dagingnya tidak ikut asin. sedangkan, Kupu kupu : saya gambarkan perubahan diri dari yang buruk menjadi lebih baik Terima kasih Nama : ADAM FIRMANSYAH Prody : BIMBINGAN KONSELING KELOMPOK 1 #kampuspergerakanintelektual #akuunj2018 #pkkmbfip2018 #goalsgradasi|['#kampuspergerakanintelektual', '#akuunj2018', '#pkkmbfip2018', '#goalsgradasi']|0|['kreatip amat ']
214|adamf135|Mereka tau namaku tapi tidak dengan cerita hidupku|[]|0|['mau liat cewek yg bening? follow @pramugari_crew ya   ']
215|adamf135|Bantu saya memperbaiki diri.. |[]|0|[]
216|adamf135|Kegiatan do'a bersama SAKA BHAYANGKARA POLSEK PEJAGOAN agar diberi kelancaran untuk kegiatan LOMBA JELAJAH MEDAN tanggal 31 Desember 2017 Bersama dengan Kapolsek Pejagoan, Sekaligus sebagai pengamalan dhasa dharma nomor 1  #pramukahits #pramuka_ganteng_cantik #pramuka #pramukakeren #pramukaupdate #pramuka_indonesia #pramukasakabhayangkara #prasbharakebuman #sakabhayangkaraindonesia #sakabhayangkaraid #bharajago #polri #polisirepublikindonesia #polsekpejagoan #pejagoankeren #pejagoanmantap|['#pramukahits', '#pramuka_ganteng_cantik', '#pramuka', '#pramukakeren', '#pramukaupdate', '#pramuka_indonesia', '#pramukasakabhayangkara', '#prasbharakebuman', '#sakabhayangkaraindonesia', '#sakabhayangkaraid', '#bharajago', '#polri', '#polisirepublikindonesia', '#polsekpejagoan', '#pejagoankeren', '#pejagoanmantap']|0|['Follback ka... @khalifa2003_kebumen', 'hai kak follow akun kita ya @pramugari_crew']
